SGL,Transect #,TransectMeterPlot,Genus,Species,Species common,Daubenmeyer,TransectLattitude ,TransectLongitude ,Heading,BurnDate,YearSinceBurn,CollectedDate,DateCollected,Time Category,Burn Unit,Days Since Burn,Notes,Cleaning notes
183,9,20m,,,pincushon moss,1,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,20m,Scirpus,cyperinus,woolgrass,1,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,20m,Rosa,multiflora,multiflora rose,2,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,15m,Vaccinium,angustifolium,lowbush blueberry,3,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,15m,Quercus,montana,chestnut oak,2,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,15m,Quercus,rubra,red oak,2,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,15m,Quercus,alba,white oak,2,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,15m,,,pincushon moss,1,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,15m,Aralia,nudicaulis,wild sarsaparilla,2,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,10m,Aralia,nudicaulis,wild sarsaparilla,2,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,10m,Hamamelis,virginiana,witch-hazel,2,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,10m,Acer,rubrum,red maple,1,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,10m,Quercus,alba,white oak,1,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,10m,Quercus,rubra,red oak,1,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,9,5m,Hamamelis,virginiana,witch-hazel,2,"41°27'5"" N","75°10'13"" W",180,4-29-2015,4-29-2015,8-16-2025,8-16-2025,10+,183-2,3762,,
183,4,20m,Betula,lenta,black birch,2,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,20m,Vaccinium,angustifolium,lowbush blueberry,3,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,20m,Gaultheria,procumbens,teaberry,2,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,15m,Vaccinium,angustifolium,lowbush blueberry,3,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,15m,Pinus ,strobus,white pine,1,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,15m,Betula,lenta,black birch,1,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,15m,Gaultheria,procumbens,teaberry,1,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,10m,Betula,lenta,black birch,1,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,10m,Vaccinium,angustifolium,lowbush blueberry,3,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,10m,Gaultheria,procumbens,teaberry,2,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,10m,Pinus ,strobus,white pine,1,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,10m,,,pincushon moss,2,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,10m,,,broom forkmoss,2,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,5m,Vaccinium,angustifolium,lowbush blueberry,3,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,5m,Pinus ,strobus,white pine,1,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,5m,Acer,rubrum,red maple,1,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,4,5m,,,pincushon moss,1,"41°25'50"" N","75°9'53"" W",271,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,20m,Gaultheria,procumbens,teaberry,2,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,20m,,,common hair moss,3,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,20m,,,pincushon moss,3,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,20m,Quercus ,montana,chestnut oak,2,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,20m,Avenella,flexuosa,wavy hair grass,3,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,15m,Vaccinium,angustifolium,lowbush blueberry,3,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,15m,Avenella,flexuosa,wavy hair grass,2,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,15m,Carex,pensylvanica,PA sedge,3,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,15m,Quercus ,montana,chestnut oak,1,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,15m,,,pincushon moss,2,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,15m,Pinus ,strobus,white pine,1,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,15m,,,common hair moss,1,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,15m,Dichanthelium,,dichanthelium morpho 1,1,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,Changed from dichanthelium sp. 1 to dichanthelium  morpho 1
183,5,15m,Betula,lenta,black birch,1,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,10m,Pinus,strobus,white pine,1,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,10m,Vaccinium,angustifolium,lowbush blueberry,4,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,10m,Gaultheria,procumbens,teaberry,2,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,10m,Acer ,rubrum,red maple,1,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,10m,Carya ,glabra,pignut hickory,1,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,5m,Vaccinium,angustifolium,lowbush blueberry,2,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,5m,Acer,rubrum,red maple,1,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,5m,Carex,pensylvanica,PA sedge,2,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,5,5m,Betula,lenta,black birch,1,"41°26'1"" N","75°9'47"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,20m,Betula,lenta,black birch,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,20m,Pinus ,strobus,white pine,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,20m,Maianthemum,racemosum,false Solomon's seal,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,20m,Acer,rubrum,red maple,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,15m,Quercus ,montana,chestnut oak,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,15m,Carya ,glabra,pignut hickory,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,15m,Acer ,rubrum,red maple,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,10m,Vaccinium,angustifolium,lowbush blueberry,4,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,5m,Pteridium,aquilinum,bracken fern,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,5m,Vaccinium,angustifolium,lowbush blueberry,3,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,5m,Carya ,glabra,pignut hickory,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,5m,Acer,rubrum,red maple,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
183,6,5m,Avenella,flexuosa,wavy hair grass,1,"41°26'1"" N","75°9'48"" W",134,Never,Never,8-16-2025,8-16-2025,Never,183-3,,,
